experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_watts_strogatz_graph__100_5_0_05___16_force,600,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,0,0.990357698289269,0.5894647594143769,0.14113523775795667,0.49852507716879046,11.687648962009034,636.9977420004653,1024.0388563127933,18,0.9487285269250935,0.9259747961452928,18,0.9234445476093104,0.911905114899926,18,0.533726905399337,0.4844850220790071
h1_watts_strogatz_graph__100_5_0_05___16_force,674,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,2467.5999999046326,0.9917055469155003,0.6121206011095996,0.17502199885400782,0.5199774594013724,26.016671247093964,52.37471567879586,281.26490097233096,18,0.9579546295902225,0.9355374351371386,18,0.9259115881976696,0.9134914751667902,18,0.5671214897235609,0.5126615239397195
h1_watts_strogatz_graph__100_5_0_05___16_force,675,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,17.299999952316284,0.9917055469155003,0.6120981712846908,0.1750328272848931,0.5199769502281864,25.310532396533002,0.2519422206855124,0.6282246068592467,18,0.9579663790899271,0.9355744996293551,18,0.9259044649763964,0.9134914751667902,18,0.5678826873938,0.5126615239397195
h1_watts_strogatz_graph__100_5_0_05___16_force,676,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,13.599999904632568,0.9917055469155003,0.6120761553576798,0.1750276012934926,0.519970792250954,24.76254884091146,0.24669947552408544,0.616456512748764,18,0.9580169273188286,0.9356041512231282,18,0.9260988820440229,0.9134247590808006,18,0.5678572423111653,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,677,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,23.699999809265137,0.9917055469155003,0.6120497169958482,0.17500896134350097,0.519960813753551,24.213669777680856,0.24121766792662222,0.6069021509552814,18,0.9580555054508005,0.9356189770200148,18,0.9260678920729947,0.9134247590808006,18,0.5679705099935061,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,678,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,31.799999952316284,0.9917055469155003,0.6119874695851887,0.17497805816869005,0.519947450931746,23.669775230596905,0.23583280479958205,0.5972553919082004,18,0.9581139285795469,0.9356708673091179,18,0.926043641048103,0.9130615270570793,18,0.5678698561891485,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,679,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,28.59999990463257,0.9917055469155003,0.6119625836245624,0.17491032258366057,0.5199257238283472,23.01939313873482,0.22941066311401215,0.589486067622195,18,0.9581425245472398,0.9356856931060045,18,0.9260788976824127,0.9130615270570793,18,0.5680062510014693,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,680,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,35.40000009536743,0.9917055469155003,0.611949174792144,0.17482956955418705,0.5199008007575784,22.363472745178445,0.22315955709794083,0.5787798937589809,18,0.95815735637518,0.9356856931060045,18,0.9261999892947399,0.9132690882134914,18,0.5682276002968927,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,681,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.899999856948853,0.9917055469155003,0.6119266663293896,0.17474472334421842,0.5198749293744871,21.809683724673956,0.2177861798212907,0.5680755609293362,18,0.9581789836169082,0.9357153446997776,18,0.9262434306448165,0.9132690882134914,18,0.5675074356878392,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,682,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,26.399999856948853,0.9917055469155003,0.6119029476239284,0.1746508087768096,0.5198416250043008,21.385097408926743,0.2136366744029319,0.5577235616928465,18,0.9581854561785071,0.9357227575982209,18,0.9264230220536739,0.9132690882134915,18,0.5676648742712037,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,683,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,27.299999952316284,0.9917055469155003,0.6118690939087958,0.17455475403465792,0.519801083251535,20.98636468566905,0.20965165526105578,0.5496496500242137,18,0.9581943611707251,0.9357524091919941,18,0.9264462285935052,0.9131949592290586,18,0.567576447920151,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,684,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.600000143051147,0.9917055469155003,0.611814280487723,0.17448660427502782,0.5197657345158335,20.625738107981906,0.20607873637154217,0.5409621872126849,18,0.9582245482691953,0.935774647887324,18,0.9264689880357588,0.9131949592290586,18,0.5675673702149949,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,685,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,31.59999990463257,0.9917055469155003,0.6117684001614301,0.1744316417891021,0.5197332965173133,20.27169457738447,0.20260100195455955,0.5313247138574548,18,0.9582366396065155,0.9357968865826538,18,0.926467553697566,0.9131430689399556,18,0.5675163550124646,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,686,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30,0.9917055469155003,0.612123251520299,0.17438105094566214,0.5197022369049343,19.91466566595061,0.19908663876555582,0.5218156419199875,18,0.9582247643107895,0.9357820607857673,18,0.9264164506866953,0.9132542624166049,18,0.5675715809936165,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,687,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,34.89999985694885,0.9917055469155003,0.6120951525758369,0.1743300447340238,0.5196715243317185,19.562390743641377,0.19560494827120514,0.5124541621841053,18,0.9582473430440048,0.9358042994810971,18,0.9263879830422939,0.9132542624166049,18,0.56796128045739,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,688,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,25.09999990463257,0.9917055469155003,0.6120705056853242,0.17426920962239034,0.5196365338032567,19.259438599077757,0.19259385046477806,0.5032333337003849,18,0.9582762133079735,0.935826538176427,18,0.9263247456657522,0.9130392883617494,18,0.5678419734753379,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,689,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.899999856948853,0.9917055469155003,0.605880810681261,0.1741889297708964,0.519596678581099,18.905455377231302,0.18905124039460597,0.4693760677367926,18,0.9582955983135262,0.9358710155670867,18,0.9263944654780335,0.9130392883617494,18,0.5677796215611342,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,690,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.09999990463257,0.9917055469155003,0.6074319968390967,0.17409557235144957,0.5195532040849591,18.580494274208444,0.18583679599850253,0.4491898274071933,18,0.9582923229678099,0.93587842846553,18,0.9263935501059222,0.9129725722757599,18,0.5677293813148155,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,691,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,28.700000047683716,0.9917055469155003,0.6075150299086876,0.17399343815498025,0.5195068311549015,18.268029164296166,0.18276229356163465,0.4367682005072593,18,0.9582849039984536,0.9358487768717568,18,0.925977068202026,0.9129725722757598,18,0.5670279222800232,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,692,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.100000143051147,0.9917055469155003,0.6076030800278063,0.17388345167389962,0.5194576957438175,17.978601797016463,0.17991516124490925,0.42849492571752734,18,0.9582760647038908,0.9358636026686434,18,0.926000896954286,0.9129206819866568,18,0.5671915960548081,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,693,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.799999952316284,0.9917055469155003,0.6076998652842789,0.17376614532256696,0.5194058340476437,17.71098833415798,0.17728275016964778,0.4222295986496708,18,0.9582488024402748,0.9358413639733136,18,0.9259355318904432,0.913054114158636,18,0.5670263634821681,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,694,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.800000190734863,0.9917055469155003,0.6078062670587745,0.17364019749585613,0.5193510595093824,17.48672157603586,0.17504788119167777,0.41815356203673576,18,0.9582503693021805,0.9358339510748703,18,0.925940962792274,0.913054114158636,18,0.5670874906266286,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,695,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.299999952316284,0.9917055469155003,0.6079457438508526,0.17349486968173822,0.5192889956366138,17.28737747447572,0.17316301961188796,0.41359282104968753,18,0.9582678266783475,0.9358710155670867,18,0.9258914230577898,0.913054114158636,18,0.5669695016197506,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,696,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.700000047683716,0.9917055469155003,0.6059394549301256,0.17333551920978052,0.5192209974804894,17.111806653767076,0.17144387130722138,0.4236119020355409,18,0.9583004972338417,0.9359154929577465,18,0.9258743388849909,0.9128836174944404,18,0.567233717856189,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,697,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.600000143051147,0.9917055469155003,0.6060864166684308,0.17316418277283185,0.5191475685247593,16.927745043716982,0.1695965747165298,0.45242533996072787,18,0.958340634944114,0.9359377316530764,18,0.9259277907576993,0.9128836174944404,18,0.5671317460766574,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,698,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,37.799999952316284,0.9917055469155003,0.6062360224728215,0.17298153213048661,0.5190685174448082,16.758986658466696,0.16790084284117185,0.48280995168753793,18,0.9583833545359023,0.9359747961452928,18,0.9259839953531066,0.9128836174944404,18,0.5672747550394821,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,699,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,8.900000095367432,0.9917055469155003,0.6067911427460422,0.1727872737207039,0.5189833470996557,16.60749071611302,0.16637629794355122,0.5144394286210534,18,0.9583881182050004,0.9359896219421794,18,0.9259861278128639,0.9131949592290586,18,0.5672747550394821,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,700,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,23.09999990463257,0.9917055469155003,0.606851365969508,0.17258130092719626,0.5188915796608755,16.47976030908324,0.16509826968468438,0.5300116756230786,18,0.9583837990838731,0.9360266864343959,18,0.9259334349959417,0.9131949592290586,18,0.567231074440246,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,701,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,24,0.9917055469155003,0.6069243147123876,0.1723651037456737,0.5187947763875709,16.395937362613587,0.16422911437360177,0.5570721984492188,18,0.9584189537064518,0.9360340993328391,18,0.9259584950317901,0.9131949592290586,18,0.5673860494689584,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,702,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.700000047683716,0.9917055469155003,0.6069840762149046,0.17215250492780232,0.518697787399645,16.319959841089318,0.16344255553783366,0.5863414666348378,18,0.9584415723683759,0.9360711638250556,18,0.925956432925721,0.9131949592290586,18,0.5673559869388959,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,703,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30,0.9917055469155003,0.6070284442142126,0.1719279810626705,0.5185949260993434,16.223034530470024,0.16248259115614716,0.615316184886688,18,0.9584274760349701,0.9360637509266123,18,0.9260130490458699,0.9131949592290586,18,0.5672326921842384,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,704,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.899999856948853,0.9917055469155003,0.6070556907604576,0.17168954712725226,0.5184844134484508,16.123569445581122,0.16150579741544044,0.6421209761526232,18,0.9584439974952789,0.9360859896219422,18,0.9259383577114346,0.9131949592290586,18,0.5670843247564593,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,705,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.800000190734863,0.9917055469155003,0.6070647271481338,0.17143682581747688,0.5183653573674057,16.033546032328935,0.1606404522033779,0.6653616743712062,18,0.9584486454517005,0.9360934025203855,18,0.9259052762731075,0.9127872498146775,18,0.567046913607937,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,706,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.5,0.9917055469155003,0.6070542403682966,0.17117044504869738,0.5182379111302027,15.944963378940491,0.15980074190525603,0.6836464262551502,18,0.9584581657588332,0.936108228317272,18,0.9259151384255956,0.9127872498146776,18,0.5670947909706292,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,707,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.40000009536743,0.9917055469155003,0.6069515669734207,0.17086453497215526,0.5181013037069245,15.881093406475689,0.15916528599855462,0.6853705512757085,18,0.958460263027874,0.9361304670126019,18,0.9258918885034833,0.9127872498146776,18,0.566988458688371,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,708,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.5,0.9917055469155003,0.6067453564920225,0.17054280316844084,0.5179578021911764,15.81133684719302,0.15843654000748897,0.6863772587479636,18,0.9584544279375418,0.9361304670126019,18,0.9257528396091225,0.9127872498146775,18,0.5666260381870616,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,709,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,39.89999985694885,0.9917055469155003,0.6065069928805847,0.1702172925941129,0.5178094527428325,15.728090914396908,0.15759085285938926,0.6839446358531267,18,0.9584958469760065,0.936182357301705,18,0.9257308079260971,0.9129058561897703,18,0.566659048023993,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,710,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,31.600000143051147,0.9917055469155003,0.595393622573204,0.16988968200003385,0.517657199103543,15.632540845673164,0.15662817256996409,0.6768517912615659,18,0.9585226898032598,0.9361971830985916,18,0.9257537545789729,0.9129058561897703,18,0.5667486789006609,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,711,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,83.40000009536743,0.9917055469155003,0.5951138082781311,0.16956295584805336,0.5175046824623597,15.526685520316976,0.15556988542497263,0.6647654788134346,18,0.958557217857497,0.9362045959970349,18,0.925772419400513,0.9129058561897703,18,0.5669486846562222,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,712,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,18.199999809265137,0.9917055469155003,0.5947783526365858,0.16924429323374157,0.5173533515211075,15.407043866541056,0.15436137810411907,0.6474270911810571,18,0.9585945249880921,0.9362268346923647,18,0.9257724495958205,0.9124240177909563,18,0.5670983292503112,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,713,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,28,0.9917055469155003,0.5943429789424679,0.16893741874491397,0.5172045987400488,15.275187921166617,0.15302323074920016,0.6254408541868792,18,0.9586061285933914,0.9362416604892513,18,0.9258005454850844,0.9124240177909563,18,0.5673011754127534,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,714,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.300000190734863,0.9917055469155003,0.5938908483152294,0.16863877386323456,0.5170576621422995,15.145059805415858,0.1516997929733105,0.6171460270872089,18,0.9585990112109812,0.9362787249814677,18,0.9257622594535121,0.9123795404002966,18,0.5671497493354014,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,715,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,26.700000047683716,0.9917055469155003,0.5915316667458583,0.16834871756355074,0.5169139630056259,15.022665015592368,0.15043436048149664,0.6100730945692555,18,0.9586186778070331,0.936286137879911,18,0.925769252162308,0.9123795404002966,18,0.5673031998255522,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,716,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,37.700000047683716,0.9917055469155003,0.5911826816777084,0.16807294383310734,0.5167770046546796,14.868475383985768,0.1488731445674859,0.5999016099895085,18,0.958633349478247,0.9363157894736842,18,0.9257605468635671,0.9123795404002966,18,0.567365551739756,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,717,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,22.90000009536743,0.9917055469155003,0.5906504939572913,0.16781918304365073,0.5166471439300808,14.699506385565902,0.14717209088237676,0.5869958273310331,18,0.9586272001636349,0.9363232023721275,18,0.9257236383992558,0.9121423276501112,18,0.5672252599327975,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,718,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,31.700000047683716,0.9917055469155003,0.5919557364390413,0.16758590008677654,0.5165246355522679,14.523832557893455,0.1454017469911561,0.5717886962688774,18,0.958658808313416,0.9363157894736842,18,0.9257319745792864,0.9121423276501112,18,0.5672829556975639,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,719,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,28.09999990463257,0.9917055469155003,0.5916817255282131,0.16737174203972705,0.5164095349986482,14.34283365947032,0.14358459120488085,0.5548418089529235,18,0.9586620579831,0.9363009636767976,18,0.9257411681477129,0.9122609340252039,18,0.5673506863208502,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,720,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,37.39999985694885,0.9917055469155003,0.5914248042888739,0.1671750964826867,0.5163007554550827,14.157369979312087,0.1417230922221877,0.5365472364806227,18,0.958688333139592,0.9363380281690141,18,0.9257193516967116,0.9122609340252038,18,0.5673506863208502,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,721,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,13.099999904632568,0.9917055469155003,0.5911855636088945,0.16699470522155746,0.5161985408358298,13.97003154615205,0.1398501603201234,0.5173468999623345,18,0.9586748793034551,0.9363528539659006,18,0.9256547859884736,0.9120088954781319,18,0.567282099215226,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,722,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,16.899999856948853,0.9917055469155003,0.5909639539554952,0.16682928862729385,0.5161028408463706,13.781326175350815,0.13796452839060305,0.49751342619609057,18,0.9586811279169725,0.9363380281690141,18,0.9256973821000107,0.9117642698295033,18,0.5674916119247387,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,723,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,25.799999952316284,0.9917055469155003,0.5907350886815865,0.16666585244714494,0.5160077804738716,13.666096582900332,0.1368284886917944,0.47765569538897507,18,0.9586897069172702,0.9363454410674573,18,0.9256787348614368,0.9117642698295033,18,0.5674994059140142,0.51212989182914
h1_watts_strogatz_graph__100_5_0_05___16_force,724,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.09999990463257,0.9917055469155003,0.5905123849689524,0.16650881845211518,0.5159159066273491,13.533596941605197,0.13552902112798632,0.45767274963430105,18,0.9586901913332049,0.9363750926612305,18,0.9256229918704929,0.9114825796886583,18,0.5674350155718461,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,725,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.40000009536743,0.9917055469155003,0.5903029821023031,0.16636021190639183,0.5158284894079164,13.368624593327425,0.13390289874954714,0.43788434624986244,18,0.9586997025890875,0.9363676797627872,18,0.9257549663689019,0.9114825796886583,18,0.5676735116436755,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,726,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,31.200000047683716,0.9917055469155003,0.5901101072077604,0.1662206920495859,0.5157413685010839,13.180598952818837,0.13205542823213948,0.4184751603866827,18,0.9587005838061906,0.9363899184581171,18,0.9257678024041511,0.9114825796886583,18,0.5677790302677126,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,727,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.799999952316284,0.9917055469155003,0.5899532284454958,0.16609358983243283,0.5156580626306612,13.006480942840948,0.13032041357211052,0.400033441252248,18,0.9586991547577408,0.9364047442550036,18,0.9257649238779565,0.9114825796886583,18,0.5674984466537957,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,728,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.799999952316284,0.9917055469155003,0.5898092464021361,0.16597488753558398,0.5155799638815806,12.855455300031359,0.1287095577295165,0.38201605806891326,18,0.9587230481350225,0.9364195700518902,18,0.9258362058602183,0.9114825796886583,18,0.5679133619652251,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,729,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,29.399999856948853,0.9917055469155003,0.589673834155354,0.16586969552999564,0.5155083885259708,12.66226070434772,0.12679216523593786,0.3657511148010187,18,0.9587339925282548,0.9364195700518902,18,0.9258785286821388,0.9116456634544107,18,0.5679612050686238,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,730,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.90000009536743,0.9917055469155003,0.5895482126020561,0.16577341197561646,0.5154416779088596,12.480624232189474,0.12500334192833806,0.35063991326750915,18,0.9587635257256665,0.9364418087472202,18,0.9258505961064608,0.9116456634544107,18,0.5686254616251363,0.5115982597185605
h1_watts_strogatz_graph__100_5_0_05___16_force,731,data/watts_strogatz_graph__100_5_0_05__.json,364,1.3000001907348633,0.5999999046325684,4.299999952316284,11.900000095367432,0,0.10000014305114746,15,30.800000190734863,0.9917055469155003,0.590740402749294,0.16564498162298846,0.5153787306493677,12.296632481620284,0.12318100002291375,0.33594601074866054,18,0.9587642258362497,0.9364492216456635,18,0.9258600948293216,0.9116456634544107,18,0.5686686283349697,0.5115982597185605
